Ticker,Precio,Low,High,Change (%),RS 20D,Credit Stress,Market Cap,P/E,Forward P/E,P/Book,ROE,ROA,Operating Margin,Net Margin,FCF Yield,EV/EBITDA,Debt/Equity,Current Ratio,Piotroski,Fund Source,Grain_IS,ZC_Surprise,ZS_Surprise,SPX_Quarterly_Divisor,SPX_ROC_63d,z_MOVE_inv,MOVE_price,Earnings_Next_Date,Earnings_Days_To_Next,Earnings_Last_Date,Earnings_Days_Since,Earnings_Source,piotroski_roa_positive,piotroski_d_roa,piotroski_cfo_positive,piotroski_cfo_gt_ni,piotroski_d_leverage,piotroski_d_liquidity,piotroski_no_dilution,piotroski_d_margin,piotroski_d_turnover,roc_5d,roc_10d,roc_42d,roc_63d,vol_5d,vol_60d,high_20d,high_60d,high_252d,drawdown_20d,drawdown_60d,drawdown_252d
MRK,126.06999969482422,125.9800033569336,127.88999938964844,-1.12,64.17,BAJO,,35.61,13.06,6.79,18.94,12.58,38.6,13.59,,12.14,1.07,1.3,4.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-04,15,,,finnhub,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.6448,-0.56,12.8079,6.6403,32.4772,30.6536,129.56,129.56,,-2.6937,-2.6937,
GILD,133.31500244140625,133.0399932861328,135.4199981689453,-0.72,26.23,BAJO,165519900672.0,18.14,13.73,7.04,43.36,13.29,39.28,30.99,4.79,12.14,0.95,1.97,8.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-06,17,,,yahoo,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.4574,2.8586,3.4867,-2.5057,35.369,29.3047,136.36,136.36,,-2.2331,-2.2331,
BMY,60.915000915527344,60.68000030517578,61.349998474121094,0.29,36.63,BAJO,124392775680.0,17.06,9.83,6.2,38.73,10.69,33.04,15.01,7.92,8.43,2.31,1.42,8.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-30,10,,,yahoo,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.6542,7.4339,7.4902,2.381,25.1598,31.685,60.915,60.915,,0.0,0.0,
HIMS,33.32500076293945,32.20000076293945,33.38999938964844,1.48,-30.09,BAJO,7713328128.0,,37.44,17.23,-2.66,0.6,-7.9,-0.56,2.26,95.69,2.54,1.69,4.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-10,21,,,yahoo,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-3.0686,-12.9441,49.5065,15.6315,102.1236,82.5919,38.28,38.28,,-12.9441,-12.9441,
CAT,871.2150268554688,866.385009765625,894.369873046875,-1.03,113.87,BAJO,,43.41,28.63,21.51,51.33,8.52,18.18,13.33,,30.59,2.31,1.35,6.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-03,14,,,finnhub,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-6.4688,-10.1766,0.8409,9.8438,29.5003,48.758,1064.9,1064.9,,-18.1881,-18.1881,
GE,345.6000061035156,344.2900085449219,357.0950012207031,-0.93,32.05,BAJO,358446727168.0,40.74,38.9,17.4,48.23,5.07,20.57,17.72,1.84,32.43,113.22,0.98,6.0,YAHOO+FINNHUB,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-10-20,92,2026-07-16,4.0,yahoo,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.2127,-8.7356,20.994,13.7773,41.3935,33.8569,378.68,378.68,,-8.7356,-8.7356,
LMT,511.6300048828125,510.3901062011719,515.8399047851562,0.56,13.99,BAJO,117963259904.0,24.76,15.95,15.71,67.64,7.23,11.0,6.38,3.38,17.02,2.76,1.14,6.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-23,3,,,yahoo,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.7381,-4.9015,-2.5233,-13.0381,9.6581,26.7846,545.91,548.68,,-6.2794,-6.7526,
RTX,196.94000244140625,194.50999450683594,197.4683074951172,1.77,31.91,BAJO,265215836160.0,37.02,25.96,4.0,11.57,4.05,13.18,8.03,2.73,19.29,0.57,1.02,8.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-23,3,,,yahoo,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2801,-2.1999,12.3958,0.6824,19.9993,27.2853,201.37,201.37,,-2.1999,-2.1999,
UAL,118.94000244140625,115.80999755859375,118.98999786376953,3.06,28.69,BAJO,38607568896.0,11.14,7.7,2.43,23.25,3.38,5.53,5.56,2.36,7.68,2.02,0.78,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-10-13,85,2026-07-15,5.0,finnhub,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.8323,-10.234,28.5143,16.8369,41.7093,52.4904,136.11,136.11,,-12.6148,-12.6148,
F,14.159899711608887,14.079999923706055,14.289999961853027,-0.49,31.27,BAJO,,,7.77,1.51,-14.81,0.34,5.74,-3.22,,25.66,4.26,1.09,2.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-28,8,,,finnhub,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2375,2.3854,8.6715,11.4094,14.9648,52.1912,14.23,17.44,,-0.4926,-18.8079,
AAL,15.140000343322754,14.9399995803833,15.28499984741211,1.07,22.79,BAJO,10013371392.0,48.84,5.98,-2.46,,1.85,-0.07,0.36,8.6,9.02,,0.49,4.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-23,3,,,yahoo,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-7.1735,-14.7042,22.4919,18.4664,34.5697,50.3965,18.15,18.15,,-16.584,-16.584,
