fecha,hora,ticker_us,cedear,bid_ars,offer_ars,spread_ars_pct,prof_bids,prof_offers,qbid1,qoff1,qbid5,qoff5,ars_bid5,ars_off5,bid_d,offer_d,spread_d_pct,px_subyacente_usd,mep_al30,ratio,prima_mep_pct,prima_d_pct
2026-07-31,16:30,MELI,MELI,24580,24630,0.203,5,5,330,1447,33418,19950,820950950,491807220,16.16,16.19,0.185,1878.11,1518.01,120,3.56,3.35
2026-07-31,16:30,WFC,WFC,27200,27300,0.367,5,5,2987,7293,8679,8599,235676200,234979020,17.88,18.01,0.724,86.33,1518.01,5,3.97,3.93
2026-07-31,16:30,BCS,BCS,43280,43440,0.369,5,4,2001,2000,7909,7892,341317660,343797100,,,,27.52,1518.01,1,3.79,
2026-07-31,16:30,HSBC,HSBC,83800,84050,0.298,5,4,3100,1300,4326,4307,362318825,362220175,,,,106.53,1518.01,2,3.79,
2026-07-31,16:30,BHP,BHP,66575,66725,0.225,5,5,2,2,3491,3758,232246200,251040725,43.63,44.22,1.343,84.64,1518.01,2,3.75,3.79
2026-07-31,16:30,LYG,LYG,4845,4875,0.617,5,5,28,45,53675,49620,259394162,242526900,,,,6.18,1518.01,2,3.61,
2026-07-31,16:30,ING,ING,18330,18400,0.381,4,5,5000,12000,16717,16724,306012360,308066370,,,,35.02,1518.01,3,3.64,
2026-07-31,16:30,IBN,IBN,47240,47380,0.296,4,5,1003,2600,3842,3867,181295840,183346500,,,,30.04,1518.01,1,3.75,
2026-07-31,16:30,MUFG,MUFG,35360,35440,0.226,5,5,4516,2000,8736,8730,308701100,309821200,22.99,23.61,2.661,22.48,1518.01,1,3.74,3.65
2026-07-31,16:30,GS,GS,123525,123825,0.243,5,4,1800,333,2304,2362,284466325,292827850,81.5,81.9,0.49,1021.05,1518.01,13,3.73,4.02
2026-07-31,16:30,BX,BX,6695,6725,0.447,3,4,6476,5000,11477,13183,76813425,89046400,4.33,4.5,3.851,128.36,1518.01,30,3.31,3.19
2026-07-31,16:30,ITUB,ITUB,13310,13380,0.525,5,5,5,11397,15307,15096,203370810,202093250,8.75,8.83,0.91,8.48,1518.01,1,3.67,3.66
2026-07-31,16:30,RACE,RACE,7460,7485,0.335,5,5,9364,4071,9740,10174,72431590,76292745,4.9,4.94,0.813,393.96,1518.01,83,3.71,3.66
2026-07-31,16:30,C,C,69950,70025,0.107,5,5,2524,4630,7010,5011,489785725,351070550,,,,133.4,1518.01,3,3.68,
2026-07-31,16:30,SCHW,SCHW,12180,0,,2,1,130,0,131,0,1593250,0,8.1,0,,105.12,1518.01,13,,
2026-07-31,16:30,KO,KO,27620,27680,0.217,5,5,13415,7,15275,15675,421775640,434418000,18.16,18.25,0.494,87.82,1518.01,5,3.7,3.65
2026-07-31,16:30,PEP,PEP,12250,12260,0.082,5,5,1102,1000,10235,10329,125242180,127477530,8.08,8.1,0.247,140.08,1518.01,18,3.74,3.95
2026-07-31,16:30,MO,MO,26900,27000,0.371,5,5,5815,6355,7563,7114,203378160,192173000,17.69,17.81,0.676,68.55,1518.01,4,3.59,3.57
2026-07-31,16:30,WMT,WMT,9720,9745,0.257,5,5,716,771,28325,30269,275057710,295436875,6.41,6.44,0.467,111.47,1518.01,18,3.53,3.75
2026-07-31,16:30,TGT,TGT,9470,9500,0.316,5,5,16514,4600,20558,21155,194401185,201572605,6.22,6.27,0.801,144.88,1518.01,24,3.51,3.45
2026-07-31,16:30,MCD,MCD,17760,17800,0.225,5,5,2994,11756,20411,15619,362117910,278220080,11.71,11.76,0.426,270.35,1518.01,24,3.98,4.18
2026-07-31,16:30,SBUX,SBUX,13810,13860,0.361,5,5,7682,2900,11939,10838,163056861,150456120,9.1,9.14,0.439,105.6,1518.01,12,3.57,3.64
2026-07-31,16:30,NKE,NKE,5490,5505,0.273,5,5,5000,28,28851,40992,158132245,226231515,3.61,3.63,0.552,41.9,1518.01,12,3.72,3.68
2026-07-31,16:30,MDLZ,MDLZ,6540,6565,0.382,5,5,12963,5000,12975,13058,84851610,85904055,4.26,4.35,2.091,62.46,1518.01,15,3.66,3.39
2026-07-31,16:30,HSY,HSY,13160,13220,0.455,5,5,2900,4941,7760,10895,102071140,144372000,8.65,8.72,0.806,175.27,1518.01,21,4.11,4.06
2026-07-31,16:30,ANF,ANF,157175,157800,0.397,5,5,400,350,840,956,131957900,151073200,,,,99.91,1518.01,1,3.84,
2026-07-31,16:30,EBAY,EBAY,89700,89925,0.251,5,5,1000,2649,3513,3429,314974075,308553800,58.9,59.4,0.845,114.2,1518.01,2,3.62,3.59
2026-07-31,16:30,ABEV,ABEV,14660,14780,0.815,5,5,13159,19,15415,15931,225869920,235873990,9.65,9.8,1.542,3.12,1518.01,0.333333,3.6,3.9
2026-07-31,16:30,UL,UL,33400,33500,0.299,4,4,3514,4100,5135,5260,171389220,176515680,22,22.35,1.578,63.75,1518.01,3,3.7,4.35
2026-07-31,16:30,URBN,URBN,58575,58850,0.468,4,5,3599,4200,5108,5108,298804850,300979975,38.21,39.16,2.456,74.68,1518.01,2,3.58,3.6
2026-07-31,16:30,CL,CL,47960,48100,0.291,5,5,2600,3201,3921,3949,187879660,190067240,31.47,31.99,1.639,91.36,1518.01,3,3.9,4.19
2026-07-31,16:30,COST,COST,31260,31320,0.192,5,5,6,2289,6980,6422,217484300,201426400,20.55,20.66,0.534,953.35,1518.01,48,3.78,3.74
2026-07-31,16:30,KMB,KMB,28700,28780,0.278,5,5,1,4283,5431,5523,155702100,159095760,18.55,19.04,2.607,109.75,1518.01,6,3.5,2.75
2026-07-31,16:30,ORLY,ORLY,625,630,0.797,5,5,198,893,35666,37692,21866838,24130375,0.4,0.42,4.878,89.22,1518.01,222,2.86,2.02
2026-07-31,16:30,PM,PM,16660,16730,0.419,2,2,5985,3000,6085,6000,99710101,100410000,10.9,11.26,3.249,190.7,1518.01,18,3.81,4.58
2026-07-31,16:30,ETSY,ETSY,8085,8105,0.247,3,5,19998,20,24560,21983,198313740,178879995,5.31,5.35,0.75,82.43,1518.01,16,3.51,3.46
2026-07-31,16:30,TM,TM,19860,19900,0.201,5,5,4990,28,7173,6418,142304920,127966500,13.06,13.13,0.535,189.46,1518.01,15,3.68,3.68
2026-07-31,16:30,HMC,HMC,47540,47680,0.294,5,5,981,1300,3856,3874,183078260,184869740,,,,30.22,1518.01,1,3.78,
2026-07-31,16:30,GM,GM,23250,23300,0.215,5,5,4700,4580,13881,13368,320003081,311869800,15.21,15.4,1.241,42.53,1518.01,6,116.31,115.92
2026-07-31,16:30,ARCO,ARCO,25820,25880,0.232,5,5,772,19,5671,5878,145990680,152569300,17,17.08,0.469,8.2,1518.01,0.5,3.83,3.9
2026-07-31,16:30,HD,HD,16360,16420,0.366,5,5,6300,3300,10755,9790,175496010,161024780,10.8,10.85,0.462,332.75,1518.01,32,3.83,4.1
2026-07-31,16:30,JNJ,JNJ,27020,27100,0.296,5,5,100,9852,11484,11182,309856240,303323340,17.79,17.88,0.505,257.6,1518.01,15,3.8,3.85
2026-07-31,16:30,LLY,LLY,32300,32360,0.186,5,5,22,6770,7588,9395,244670480,304337880,21.3,21.32,0.094,1148.35,1518.01,56,3.86,3.92
2026-07-31,16:30,NVO,NVO,10520,10550,0.285,5,5,1938,18907,19154,22230,200980980,234725340,6.91,6.98,1.008,46.73,1518.01,7,3.96,4.03
2026-07-31,16:30,AMGN,AMGN,20230,20290,0.296,5,5,4700,1700,7997,6185,161310370,125569130,13.26,13.41,1.125,386.19,1518.01,30,3.68,3.59
2026-07-31,16:30,PFE,PFE,9890,9910,0.202,5,5,12,11,3601,17359,35560135,172173285,6.51,6.54,0.46,25.14,1518.01,4,3.77,3.82
2026-07-31,16:30,ABT,ABT,41760,41860,0.239,5,5,2389,1200,4158,4254,173433520,178271940,27.39,27.84,1.63,106.12,1518.01,4,3.82,4.09
2026-07-31,16:30,CVS,CVS,11000,11060,0.544,4,5,9181,9300,9237,10029,101595200,111053440,7.22,7.31,1.239,105.08,1518.01,15,3.72,3.71
2026-07-31,16:30,ABBV,ABBV,39740,39860,0.302,5,5,2,2002,5707,5668,226600700,226103880,26.09,26.36,1.03,252.55,1518.01,10,3.82,3.84
2026-07-31,16:30,TMO,TMO,41240,41380,0.339,5,3,3273,4070,4960,4984,204163300,206465000,,,,575.94,1518.01,22,3.95,
2026-07-31,16:30,AZN,AZN,67000,67175,0.261,5,5,8,1800,7329,7324,490727350,492213850,44.08,44.67,1.33,121.1,1518.01,4,45.98,46.57
2026-07-31,16:30,CAH,CAH,121250,121525,0.227,5,5,1300,450,2617,2784,317147350,338578475,79.5,80.5,1.25,230.34,1518.01,3,4.15,4.19
2026-07-31,16:30,ISRG,ISRG,6200,6220,0.322,5,5,344,4000,4370,4699,27053500,29787280,,,,354.52,1518.01,90,3.85,
2026-07-31,16:30,MRNA,MRNA,4615,4632.5,0.378,5,5,13559,16625,39784,45775,183423482,212411722,3.04,3.06,0.656,55.86,1518.01,19,3.6,3.74
2026-07-31,16:30,NVS,NVS,61575,61750,0.284,5,4,1500,3478,4062,4071,249908650,251680225,40.33,40.96,1.55,156.43,1518.01,4,3.87,3.93
2026-07-31,16:30,PHG,PHG,8230,8275,0.545,3,5,20448,9700,24674,24654,202802085,204270260,,,,26.2,1518.01,5,3.75,
2026-07-31,16:30,HIMS,HIMS,10910,10970,0.548,5,5,3000,19904,24426,24448,266058160,268438820,7.04,7.23,2.663,27.68,1518.01,4,4.14,3.11
2026-07-31,16:30,CAT,CAT,64525,64675,0.232,5,5,431,4123,4395,4427,283345925,286366500,42.5,42.78,0.657,820.3,1518.01,20,3.76,3.96
2026-07-31,16:30,GE,GE,71200,71350,0.21,5,5,6,384,4652,5047,331083600,360331925,46.83,47.09,0.554,360.97,1518.01,8,4.06,4.08
2026-07-31,16:30,LMT,LMT,45860,45980,0.261,5,5,2510,3,3685,4193,168915600,193066760,30.16,30.35,0.628,581.49,1518.01,20,4.04,4.06
2026-07-31,16:30,UAL,UAL,38340,38480,0.364,4,5,2432,4748,8884,8949,340057540,344825280,25.22,25.4,0.711,121.79,1518.01,5,3.88,3.91
2026-07-31,16:30,F,F,23100,23190,0.389,5,5,3824,2106,10079,11597,232661520,269152630,15.23,15.32,0.589,14.7,1518.01,1,3.72,3.91
2026-07-31,16:30,AAL,AAL,12020,12040,0.166,5,5,7307,17,15299,14011,183665030,169258880,7.9,7.95,0.631,15.28,1518.01,2,3.73,3.73
2026-07-31,16:30,FDX,FDX,48640,48800,0.328,5,5,3597,2647,5285,5309,256642020,259509680,30.91,32.28,4.336,309.35,1518.01,10,3.75,2.13
2026-07-31,16:30,PCAR,PCAR,69775,69950,0.25,5,4,900,2900,3402,3645,237210450,255153175,44.8,47.4,5.64,,1518.01,3,,
2026-07-31,16:30,MMM,MMM,27840,27920,0.287,5,5,2496,2300,7952,8185,220285380,229378940,18.2,18.4,1.093,176.2,1518.01,10,4.23,3.86
2026-07-31,16:30,PAC,PAC,21380,21500,0.56,4,4,5300,6420,8033,8037,171348370,173254480,,,,217.73,1518.01,16,3.79,
2026-07-31,16:30,GT,GT,5450,5495,0.822,5,4,4,6963,8092,7934,38575610,45063685,3.48,3.62,3.944,6.98,1518.01,2,3.3,1.72
2026-07-31,16:30,BA,BA,14180,14220,0.282,5,5,9000,3000,14167,14327,200701540,204109930,9.35,9.39,0.427,217.12,1518.01,24,3.4,3.57
2026-07-31,16:30,HON,HON,48200,48320,0.249,5,4,1,1300,3636,3627,175053240,175398900,0,32.03,,245.62,1518.01,8,3.55,
2026-07-31,16:30,MOS,MOS,6950,6970,0.287,5,5,5889,8728,21910,22656,152012220,159031210,3.8,4.61,19.263,22.18,1518.01,5,3.36,-5.21
2026-07-31,16:30,RKLB,RKLB,8550,8575,0.292,5,5,3500,5754,13298,11794,113475300,101174950,5.6,5.68,1.418,65.48,1518.01,12,3.37,3.36
2026-07-31,16:30,ONDS,ONDS,5855,5880,0.426,5,5,12,7096,22261,29205,129834530,172001290,3.74,4.74,23.585,7.45,1518.01,2,3.77,13.83
2026-07-31,16:30,SMSN,SMSN,13100,0,,4,1,300,0,1311,0,4050200,0,,,,1271,1518.01,14,,
2026-07-31,16:30,ADS,ADS,2000,0,,2,1,4,0,12,0,16000,0,,,,247.5,1518.01,22,,
2026-07-31,16:30,BAYN,BAYN,0.01,0,,1,1,1000,0,1000,0,10,0,,,,23,1518.01,3,,
2026-07-31,16:30,RIOT,RIOT,10700,10720,0.187,5,5,590,3000,20585,22047,219494850,237779660,7.05,7.08,0.425,20.61,1518.01,3,2.7,2.84
2026-07-31,16:30,OKLO,OKLO,2223,2228,0.225,5,5,325,22446,779,51945,1729929,115865918,1.46,1.48,1.361,39.76,1518.01,28,3.24,3.52
2026-07-31,16:30,SATL,SATL,5700,5745,0.786,5,5,125,3285,12508,18143,71098420,104419845,3.76,3.8,1.058,3.64,1518.01,1,3.56,3.85
2026-07-31,16:30,JMIA,JMIA,9420,9430,0.106,5,5,5,578,7085,7474,66548640,70692850,6.19,6.23,0.644,5.99,1518.01,1,3.65,3.67
2026-07-31,16:30,LAR,LAR,9585,9605,0.208,5,5,9,2092,11176,19255,106679825,185108400,6.3,6.35,0.791,6.1,1518.01,1,3.62,3.69
2026-07-31,16:30,NG,NG,36820,37020,0.542,5,5,1400,2396,3639,4144,133901700,153922080,23.7,24.66,3.97,9.53,1518.01,0.25,-36.2,-36.57
2026-07-31,16:30,PBI,PBI,27500,27600,0.363,5,3,5000,3749,10025,10018,275249920,276774460,,,,14.68,1518.01,1,23.63,
2026-07-31,16:30,TEM,TEM,5810,5845,0.601,5,5,135,6628,15750,20380,91376115,119304170,3.62,3.87,6.676,44.02,1518.01,12,4.65,2.09
2026-07-31,16:30,GLOB,GLOB,3175,3182.5,0.236,5,5,10000,10000,23608,77284,74875435,246645618,2.1,2.1,0.0,36.42,1518.01,18,3.49,3.79
2026-07-31,16:30,LND,LND,5890,5935,0.761,5,5,4500,4500,21173,21041,124290920,125452910,,,,3.76,1518.01,1,3.59,
2026-08-03,21:56,MA,MA,23350,28000,18.111,3,5,5,4,9,120,208540,3417200,14.91,18.35,20.686,570.97,1527.87,33,-2.88,-3.88
2026-08-03,21:56,PYPL,PYPL,9500,11800,21.596,4,5,10,200,3056,509,25759250,6174100,6,8,28.571,57.87,1527.87,8,-3.64,-3.23
2026-08-03,21:56,GILD,GILD,46700,57800,21.244,3,1,2,1,4,1,180400,57800,0,0,,131.15,1527.87,4,4.3,
2026-08-03,21:56,DIS,DISN,12440,13100,5.168,5,5,24,10,184,298,2240960,4164600,8.12,8.64,6.205,98.14,1527.87,12,2.2,2.47
2026-08-03,21:56,AAPL,AAPL,23900,24580,2.805,5,5,50,437,86,510,2048120,12574640,15.65,16.3,4.069,303.42,1527.87,20,4.58,5.3
2026-08-03,21:56,UNP,UNP,0,27000,,1,4,0,40,0,122,0,4924000,0,0,,291.23,1527.87,20,,
2026-08-03,21:56,BMY,BMY,0,42000,,1,1,0,1,0,1,0,42000,0,0,,65.47,1527.87,3,,
2026-08-03,21:56,RTX,RTX,53100,0,,1,1,100,0,100,0,5310000,0,43.1,45.1,4.535,216.65,1527.87,5,,1.78
2026-08-03,21:56,MRK,MRK,0,50000,,1,1,0,20,0,20,0,1000000,20.7,27.7,28.926,127.77,1527.87,5,,-5.3
2026-08-03,21:56,PG,PG,15170,15720,3.561,5,5,7,44,45,103,667260,1658080,9.91,10.3,3.859,144.97,1527.87,15,4.6,4.56
2026-08-03,21:56,UNH,UNH,15000,21100,33.795,2,5,20,35,21,214,300001,4737350,9.7,13.18,30.42,415.36,1527.87,33,-6.14,-9.11
2026-08-03,21:56,IBIT,IBIT,5650,5800,2.62,5,5,80,72,199,411,1115180,2442675,3.66,3.97,8.126,36.15,1527.87,10,3.65,5.53
2026-08-03,21:56,SPY,SPY,19860,21000,5.58,5,5,8,25,71,348,1403150,8320250,13,13.2,1.527,,1527.87,60,,
2026-08-03,21:56,QQQ,QQQ,54500,57000,4.484,5,2,4,2,18,31,963700,2141100,36,37.2,3.279,700.07,1527.87,20,4.24,4.56
2026-08-03,21:56,DIA,DIA,41860,42100,0.572,5,4,11,3,67,37,2800180,1579500,26.9,28.14,4.506,,1527.87,20,,
2026-08-03,21:56,IWM,IWM,46820,49540,5.645,5,1,24,3,97,3,4532540,148620,0,101.75,,,1527.87,10,,
2026-08-03,21:56,GLD,GLD,11700,11900,1.695,5,5,45,3,142,245,1647520,2981640,7.66,7.88,2.831,,1527.87,50,,
2026-08-03,21:56,SLV,SLV,13520,14430,6.512,5,5,2,15,151,758,2008900,13835050,8.75,10,13.333,,1527.87,6,,
2026-08-03,21:56,XLY,XLY,4150,5000,18.579,5,3,60,10,90,47,362600,306680,2.51,6,82.021,,1527.87,43,,
2026-08-03,21:56,XLV,XLV,8805,9340,5.897,2,2,6,18,16,34,137830,364920,5.6,5.94,5.893,,1527.87,29,,
2026-08-03,21:56,XLRE,XLRE,0,10950,,1,1,0,8,0,8,0,87600,5.17,5.25,1.536,45.17,1527.87,9,,3.81
2026-08-03,21:56,XLK,XLK,5850,7930,30.189,5,1,3,24,59,24,330150,190320,3.86,4.57,16.845,,1527.87,46,,
2026-08-03,21:56,XLI,XLI,0,11020,,1,2,0,1000,0,1017,0,11251540,6.65,7.25,8.633,,1527.87,28,,
2026-08-03,21:56,XLF,XLF,44800,60950,30.544,1,1,1,4,1,4,44800,243800,28.95,31.8,9.383,,1527.87,2,,
2026-08-03,21:56,XLE,XLE,30300,48000,45.211,1,5,4,341,4,403,121200,19474320,29.75,32.1,7.599,,1527.87,2,,
2026-08-03,21:56,XLC,XLC,8950,12400,32.319,5,1,1,5,17,5,148450,62000,0,6.56,,111.34,1527.87,19,19.23,
2026-08-03,21:56,XLB,XLB,0,6150,,1,1,0,12,0,12,0,73800,2.7,5.4,66.667,51.01,1527.87,18,,42.91
2026-08-03,21:56,XLP,XLP,8370,8700,3.866,4,5,6,50,76,135,595865,1196475,5.46,5.8,6.039,84.86,1527.87,16,5.33,6.15
2026-08-03,21:56,PSQ,PSQ,5090,5500,7.743,1,4,1000,22,1000,558,5090000,3533000,0,3.66,,,1527.87,8,,
2026-08-03,21:56,EWZ,EWZ,28700,29020,1.109,4,5,2,35,71,172,1724800,5130580,18.84,19.16,1.684,,1527.87,2,,
2026-08-03,21:56,FXI,FXI,11480,11600,1.04,5,5,5,60,14,172,155230,2042610,7.44,7.6,2.128,,1527.87,5,,
2026-08-03,21:56,COPX,COPX,8520,9500,10.877,5,5,74,50,138,296,1159200,2904370,5.64,6.1,7.836,79.36,1527.87,14,4.03,3.55
2026-08-03,21:56,URA,URA,12700,13000,2.335,5,5,1,17,77,103,866400,1437590,7.97,8.65,8.183,,1527.87,5,,
2026-08-03,21:56,ARKK,ARKK,10800,11850,9.272,1,5,10,20,10,186,108000,2468500,0,9.3,,,1527.87,10,,
2026-08-03,21:56,ITA,ITA,7300,7890,7.768,5,1,1,40,31,40,198900,315600,4.57,5.25,13.849,246.05,1527.87,50,1.02,-0.22
2026-08-03,21:56,SMH,SMH,17200,18000,4.545,5,5,1,2,28,135,461940,2614680,11.2,11.99,6.813,545.46,1527.87,50,5.59,6.29
2026-08-03,21:56,EEM,EEM,20080,21820,8.305,5,2,2,1,9,2,177060,43820,13.05,13.71,4.933,64.32,1527.87,5,6.59,4.01
2026-08-03,21:56,MSFT,MSFT,24400,25780,5.5,5,5,42,35,118,193,2802000,4998700,15.03,16.97,12.125,487.66,1527.87,30,1.02,-1.57
2026-08-03,21:56,NVDA,NVDA,13500,13800,2.198,5,5,1000,23,1110,808,14924080,11228450,8.56,9.1,6.116,206.64,1527.87,24,3.76,2.56
2026-08-03,21:56,META,META,38000,39500,3.871,5,5,10,60,1234,216,44821200,8609680,25.4,26,2.335,590.24,1527.87,24,3.13,4.5
2026-08-03,21:56,GOOGL,GOOGL,10000,10250,2.469,5,5,38,158,1072,552,10185405,5678710,,,,373.51,1527.87,58,2.9,
2026-08-03,21:56,AMZN,AMZN,2950,3150,6.557,5,5,2,146,259,1204,654050,3854320,1.66,2.05,21.024,284.02,1527.87,144,1.21,-5.95
2026-08-03,21:56,TSLA,TSLA,33500,34200,2.068,5,5,6,34,51,213,1672040,7402200,22,22.5,2.247,322.08,1527.87,15,3.18,3.62
2026-08-03,21:56,MSTR,MSTR,7350,7600,3.344,5,5,6,30,1340,307,9401380,2773740,4.5,5.65,22.66,94.86,1527.87,20,3.15,7.0
2026-08-03,21:56,PLTR,PLTR,64500,67700,4.841,5,5,45,12,84,35,5233075,2423100,41.01,45.8,11.036,125.92,1527.87,3,3.07,3.41
2026-08-03,21:56,SNOW,SNOW,0,0,,1,1,0,0,0,0,0,0,0,12,,307.53,1527.87,30,,
2026-08-03,21:56,CRWD,CRWD,3750,12270,106.367,2,1,5,1,6,1,18751,12270,0,0,,202.54,1527.87,79,104.49,
2026-08-03,21:56,PANW,PANW,4050,11200,93.77,2,3,30,1,31,11,121501,125500,0,0,,347.32,1527.87,50,-28.16,
2026-08-03,21:56,ADBE,ADBE,8610,9415,8.932,5,5,50,95,70,171,570230,1632685,5.55,6.25,11.864,251.34,1527.87,44,3.26,3.29
2026-08-03,21:56,CRM,CRM,15200,17000,11.18,5,5,11,58,26,174,363350,3112500,9.5,11.17,16.159,185.94,1527.87,18,2.01,0.05
2026-08-03,21:56,MU,MU,250000,267900,6.913,5,5,1,1,37,578,7985000,165234600,170,180.5,5.991,829.5,1527.87,5,2.16,5.64
2026-08-03,21:56,INTC,INTC,26600,30040,12.147,5,5,1,400,9,573,228960,17562200,18.7,20.13,7.365,91,1527.87,5,1.84,6.68
2026-08-03,21:56,AMAT,AMAT,0,171900,,1,3,0,6,0,8,0,1426300,57,129.5,77.748,518.21,1527.87,5,,-10.03
2026-08-03,21:56,TXN,TXN,0,0,,1,1,0,0,0,0,0,0,40.01,60,39.976,269.04,1527.87,5,,-7.07
2026-08-03,21:56,TSM,TSM,70400,73900,4.851,5,5,3,2,47,16,3189200,1203200,46.7,49.5,5.821,406.11,1527.87,9,4.65,6.6
2026-08-03,21:56,AMD,AMD,72000,80000,10.526,4,5,6,1,13,52,837560,4418950,0,56,,484.64,1527.87,10,2.64,
2026-08-03,21:56,ASML,ASML,17000,18100,6.268,4,5,10,85,18,220,299750,4280500,10.9,12.27,11.826,1642.79,1527.87,146,2.08,2.96
2026-08-03,21:56,MRVL,MRVL,19400,22300,13.909,1,5,119,5,119,549,2308600,16220440,12,14.5,18.868,193.82,1527.87,14,-1.43,-4.29
2026-08-03,21:56,QCOM,QCOM,21400,24150,12.075,5,5,6,13,140,142,2872800,3670290,13.2,14.49,9.317,151.57,1527.87,11,8.18,0.48
2026-08-03,21:56,COIN,COIN,8470,8940,5.399,5,5,7,175,530,468,4356640,4255110,5.4,6.6,20.0,146.5,1527.87,27,5.0,10.58
2026-08-03,21:56,SHOP,SHOP,1701,1834,7.525,3,5,49,8,75,35,117499,70082,0.91,1.34,38.222,116.91,1527.87,107,5.88,2.96
2026-08-03,21:56,RBLX,RBLX,28500,33800,17.014,5,5,1,8,104,55,2789260,2270520,0,21.5,,36.67,1527.87,2,11.2,
2026-08-03,21:56,UBER,UBER,53100,59600,11.535,5,5,8,2,46,100,2299200,6210750,36.3,37.5,3.252,71.61,1527.87,2,3.01,3.06
2026-08-03,21:56,HPQ,HPQ,42480,46000,7.957,4,3,11,40,155,68,5257281,3336500,27.9,29.59,5.879,27.12,1527.87,1,6.77,5.99
2026-08-03,21:56,BIDU,BIDU,13900,17000,20.065,2,4,1,8,3,131,40700,2383980,9.7,12.1,22.018,113.06,1527.87,11,-1.62,6.05
2026-08-03,21:56,SPOT,SPOT,0,30000,,1,5,0,25,0,52,0,1637500,14.5,19.65,30.161,486.33,1527.87,28,,-1.69
2026-08-03,21:56,AVGO,AVGO,15000,16200,7.692,4,5,5,2,113,1118,1235800,18524300,9.6,10.85,12.225,392.23,1527.87,39,1.52,1.67
2026-08-03,21:56,ACN,ACN,3350,3750,11.268,5,5,29,100,353,1283,1126570,5165500,2.07,2.47,17.621,165.72,1527.87,75,5.15,2.73
2026-08-03,21:56,NFLX,NFLX,2390,2430,1.66,5,5,51,4,4785,4894,10397520,12125170,1.53,1.63,6.329,73.33,1527.87,48,3.25,3.42
2026-08-03,21:56,NIO,NIO,1870,2100,11.587,5,5,4,500,28,1557,50980,3586620,1.15,1.29,11.475,4.81,1527.87,4,8.04,1.46
2026-08-03,21:56,BABA,BABA,21450,22800,6.102,5,5,2,228,954,441,19820900,10278400,13.18,15.05,13.248,127.25,1527.87,9,2.42,-0.17
2026-08-03,21:56,PDD,PDD,0,5800,,1,4,0,135,0,1418,0,9057900,0,3.8,,90.15,1527.87,25,,
2026-08-03,21:56,SAP,SAP,49800,50175,0.75,5,5,4,16,47,138,2175680,7068000,29.5,33.7,13.291,189.65,1527.87,6,3.51,-0.03
2026-08-03,21:56,SE,SE,3775,6500,53.041,2,4,10,150,19,328,70150,2579700,0,4.6,,111.15,1527.87,32,-3.19,
2026-08-03,21:56,IBM,IBM,23300,24200,3.789,5,5,50,250,93,266,2067200,6442250,13.81,15.99,14.631,226.31,1527.87,15,3.03,-1.24
2026-08-03,21:56,ZM,ZM,0,0,,1,1,0,0,0,0,0,0,1.45,2.75,61.905,98.25,1527.87,47,,0.46
2026-08-03,21:56,CSCO,CSCO,0.01,40000,200.0,1,3,100,27,100,82,1,3384000,0,0,,115.86,1527.87,5,-43.51,
2026-08-03,21:56,DOCU,DOCU,3750,5500,37.838,1,2,130,49,130,349,487500,2459500,2.36,4.3,58.258,55.09,1527.87,22,20.89,32.98
2026-08-03,21:56,ARM,ARM,13000,17200,27.815,2,3,1,4,2,15,13001,319100,7,11.97,52.399,239.06,1527.87,27,11.62,7.13
2026-08-03,21:56,GRMN,GRMN,0,0,,1,1,0,0,0,0,0,0,,,,304.74,1527.87,3,,
2026-08-03,21:56,MSI,MSI,0,40000,,1,1,0,2,0,2,0,80000,,,,437.19,1527.87,20,,
2026-08-03,21:56,SNAP,SNAP,7200,8000,10.526,1,3,2,15,2,46,14400,488100,,,,5.04,1527.87,1,-1.3,
2026-08-03,21:56,PINS,PINS,0,6200,,1,2,0,18,0,56,0,358600,0,0,,24.16,1527.87,7,,
2026-08-03,21:56,EA,EA,22700,0,,1,1,4,0,4,0,90800,0,15.26,15.63,2.396,209.91,1527.87,14,,3.01
2026-08-03,21:56,PATH,PATH,0,10800,,1,3,0,40,0,477,0,6127400,0,9,,13.05,1527.87,2,,
2026-08-03,21:56,VZ,VZ,14300,19500,30.769,1,4,30,1,30,27,429000,541720,11.43,12.3,7.332,47.36,1527.87,4,-6.58,0.21
2026-08-03,21:56,T,T,11210,12620,11.834,4,5,1,1,6,137,64870,1883900,5.35,8.7,47.687,23.59,1527.87,3,-0.83,-10.66
2026-08-03,21:56,AMX,AMX,39140,45000,13.929,3,2,12,18,23810,68,10399143,3285000,0,0,,24.96,1527.87,1,10.32,
2026-08-03,21:56,TCOM,TCOM,32540,50000,42.307,2,3,750,1,756,83,24597000,5274000,,,,47.3,1527.87,2,14.21,
2026-08-03,21:56,TRIP,TRIP,0,14000,,1,3,0,40,0,178,0,3002000,0,18.5,,14.5,1527.87,2,,
2026-08-03,21:56,ABNB,ABNB,0,17500,,1,2,0,4,0,26,0,466000,0,11,,150.63,1527.87,15,,
2026-08-03,21:56,ORCL,ORCL,73500,77900,5.812,5,5,5,10,28,96,1894950,8812950,44.8,50.2,11.368,141.85,1527.87,3,4.79,0.46
2026-08-03,21:56,TMUS,TMUS,0,9860,,1,1,0,10,0,10,0,98600,0,7.3,,177.09,1527.87,33,,
2026-08-03,21:56,ANET,ANET,1,10300,199.961,1,3,1,22,1,89,1,932800,4.4,6.75,42.152,184.89,1527.87,29,-47.13,-12.56
